ID
A0A075B6I0
A0A075B6I9
A0A075B6K0
A0A075B6K5
A0A075B6P5
A0A075B6S2
A0A075B6S5
A0A087WSY6
A0A087WW87
A0A0A0MRZ8
A0A0A0MS15
A0A0B4J1V0
A0A0B4J1V1
A0A0B4J1X5
A0A0B4J1X8
A0A0B4J1Y9
A0A0B4J2D9
A0A0C4DH25
A0A0C4DH29 
A0A0C4DH31
A0A0C4DH32
A0A0C4DH34
A0A0C4DH38
A0A0C4DH41
A0A0C4DH55
A0A0C4DH67
A0A0C4DH69
A0A0C4DH72
A0A0C4DH73
A0A0J9YXX1
A0M8Q6
A1L0T0
A1L4H1 
A2NJV5
A5A3E0
A8K554
A8MYP8
B5ME19
B9A064
E9PAV3
O00139
O00148
O00151
O00159
O00161
O00187
O00194 
O00203 
O00214
O00219
O00231
O00232
O00233
O00299 
O00303
O00391
O00425
O00429
O00471
O00487
O00522
O00534 
O00571
O00602
O00757
O14495
O14556
O14617
O14745
O14773
O14786
O14791
O14818
O14908
O14960
O15031
O15143 
O15144
O15145 
O15335
O15347
O15357
O15392
O15400
O15467
O43184 
O43237
O43242
O43396
O43399
O43490
O43542
O43556
O43583
O43598
O43633 
O43681 
O43707
O43765
O43776
O43790
O43809
O43865 
O43866
O43895
O60229
O60271
O60493
O60496
O60506
O60610
O60635
O60645
O60664
O60701
O60749
O60763
O60784
O60814
O60841
O60869
O75054
O75083
O75131
O75223
O75330
O75347
O75348
O75365
O75369
O75396
O75436 
O75531
O75558 
O75602
O75608
O75636
O75821
O75828
O75874
O75891
O75923
O75937 
O75955 
O76014
O76076
O94769
O94804
O94919 
O94973
O94979
O94985
O95236
O95336
O95359
O95428
O95436
O95445
O95551
O95678 
O95782
O95810
O95817 
O95833 
O95834
O96009
P00326
P00338
P00352
P00387
P00390
P00441
P00450
P00451
P00488
P00491
P00533
P00558
P00734
P00736
P00738
P00739
P00740
P00742
P00746
P00747
P00748
P00751
P00915 
P00918 
P01008
P01009
P01011
P01019
P01023
P01024
P01031
P01034
P01036
P01040 
P01042
P01111
P01116
P01130
P01137
P01213
P01344
P01591
P01593
P01594
P01597
P01599
P01602
P01611
P01614
P01615
P01619
P01624
P01699
P01700
P01701
P01706
P01714
P01717
P01718
P01742
P01743
P01762
P01763
P01764
P01766
P01767
P01768
P01772
P01780
P01782
P18054
P01824
P01825
P01833 
P01834
P01857
P01859
P01860
P01861
P01871
P01876
P01877
P01880
P01889
P01903
P02042 
P02511 
P02533
P02538
P02545
P02549
P02647
P02649
P02652
P02654
P02655
P02656
P02671
P02675
P02679
P02730
P02741
P02743
P02745
P02746
P02747
P02748
P02749
P02750
P02751
P02753 
P02760
P02763
P02765
P02766
P02768
P02774
P02775
P02776
P02786 
P02787
P02788
P02790
P02792
P02794
P03950
P03951
P03952
P03973
P04003
P04004
P04040
P04066
P04070
P04075
P04083
P04114
P04179
P04180 
P04196
P04211
P04217
P04259 
P04264
P04275
P04278
P04406
P04430
P04432
P04433
P04439 
P04632 
P04792
P04843
P04899
P04908
P05019
P05023 
P05026
P05067
P05089
P05090
P05106
P05109
P05120
P05121
P05141
P05154
P05155
P05156
P05160
P05164
P05187
P05198
P05386
P05387
P05452
P05455
P05543
P05546
P05556
P05783
P05787
P06213
P06280
P06310
P06312
P06331
P06396
P06576 
P06681
P06702 
P06703
P06727
P06732
P06733
P06748
P06753
P06756 
P06858
P06865
P06870
P06899
P07195
P07203
P07204
P07225
P07237
P07339
P07355
P07357
P07358
P07359
P07360
P07384
P07437 
P07477
P07585
P07602
P07737
P07738 
P07741 
P07814
P07858
P07864
P07900
P07910
P07948
P07951 
P07988
P07996
P07998
P08133
P08174 
P08185
P08195
P08238
P08246
P08263
P08294
P08311
P08493
P08514
P08519
P08567
P08571 
P08575
P08603
P08620
P08648 
P08670
P08697
P08709
P08727
P08729
P08758
P08779 
P08833 
P08842
P08865
P09012
P09132
P09210
P09211
P09382
P09417
P09429
P09467
P09493 
P09497 
P09525
P09603 
P09651
P09661
P09668
P09871
P09960
P0C0L4
P0C0L5
P0C0S8
P0CF74
P0CG04
P0CG39
P0CG47
P0CG48
P0DJI8
P0DJI9
P0DME0
P0DML3
P0DMV9
P0DOX2
P0DOX3 
P0DOX5
P0DOX6
P0DOX7
P0DOX8
P0DOY2
P0DOY3
P0DP03
P0DP04
P0DP06
P0DP08
P0DP09
P10155
P10253
P10321
P10412
P10586
P10599
P10643
P10644
P10720
P10768
P10809
P10909
P11021
P11142
P11166
P11169 
P11171
P11215 
P11216
P11226
P11234
P11274 
P11277
